timestamp,status,latitude,longitude,altitude,velocity
0.0,AVAILABLE,30.05011195016438,78.0501566252937,4999.666052415297,200.07019837250988
0.1,AVAILABLE,30.050226785372768,78.0502893493169,5000.996955032203,199.9732662521503
0.2,AVAILABLE,30.050339718258623,78.05048304872714,5000.69689321072,200.11635586865992
0.30000000000000004,AVAILABLE,30.050469951805013,78.05064315232165,4997.785035192966,199.89853376325124
0.4,AVAILABLE,30.050577118511146,78.05082828724444,5000.12497059171,199.98936767062293
0.5,AVAILABLE,30.050696784633566,78.0509311200469,4999.063168048567,200.04903625325935
0.6,AVAILABLE,30.050817460157948,78.05111651190458,5001.129799576063,200.02482134493283
0.7,AVAILABLE,30.050930361399754,78.05125861683021,5001.704752062757,199.8485479608275
0.7999999999999999,AVAILABLE,30.05098377278384,78.05142934343112,4997.2525698609625,200.08760122430564
0.8999999999999999,AVAILABLE,30.051157314831347,78.0515768541689,5002.542084270044,199.89977971757577
0.9999999999999999,AVAILABLE,30.051258367983873,78.05175627518996,5000.3432595723825,200.08186363115436
1.0999999999999999,AVAILABLE,30.051385924128784,78.05192985599204,5001.949844293419,200.04784920376503
1.2,AVAILABLE,30.051477726272253,78.05206792216775,4998.590095177592,200.04993264004767
1.3,AVAILABLE,30.0515990335958,78.05229151298916,4997.54212237344,199.8901125400098
1.4000000000000001,AVAILABLE,30.05173186999525,78.05243276294276,5001.5170780725175,200.08358173459678
1.5000000000000002,AVAILABLE,30.051858225466713,78.05256151839188,4995.731123200583,199.94679234516812
1.6000000000000003,AVAILABLE,30.051964255183417,78.052693724417,5000.100593962362,200.0253237359342
1.7000000000000004,AVAILABLE,30.05205600086258,78.0528989305754,5001.74233922458,200.23214085169008
1.8000000000000005,AVAILABLE,30.05218734476357,78.05303148217699,4998.314607222998,199.9168418898758
1.9000000000000006,AVAILABLE,30.052307850271305,78.05319258692653,4999.789217678898,200.07493026192896
2.0000000000000004,AVAILABLE,30.052392278646984,78.05335847860398,4994.4761412031885,199.89175213809614
2.1000000000000005,AVAILABLE,30.052509611304025,78.05353342561006,5003.58047981733,199.99815331868362
2.2000000000000006,AVAILABLE,30.052639041756333,78.05368850455969,5003.254223340361,200.08933551987383
2.3000000000000007,AVAILABLE,30.052753797711993,78.05382425689419,5002.710155943034,200.0381047127956
2.400000000000001,AVAILABLE,30.05288545823771,78.05400484294884,5005.859302773451,199.96411236596782
2.500000000000001,AVAILABLE,30.0530065700714,78.05416807657026,4998.451192972264,199.88715521272076
2.600000000000001,AVAILABLE,30.053089769209095,78.05435545430011,5002.449123489844,200.0688883864266
2.700000000000001,AVAILABLE,30.053164330871322,78.05450089223716,5001.6675572327595,199.94500737155946
2.800000000000001,AVAILABLE,30.053310278077912,78.05464631145966,5005.174628789447,199.89448993005777
2.9000000000000012,AVAILABLE,30.05342839704691,78.0548348505563,4998.661547601717,199.9635748524139
3.0000000000000013,AVAILABLE,30.053552372847047,78.05494104427912,5000.65983629045,199.87903824030263
3.1000000000000014,AVAILABLE,30.053681052739027,78.05512710111617,5006.850294400543,200.0280840513531
3.2000000000000015,AVAILABLE,30.053804218049393,78.05526020938414,4999.633581969434,200.0323145654014
