timestamp,mission_index,estimated_lat,estimated_lon,estimated_alt,nav_mode,gnss_accepted,radar_accepted,mag_accepted,tan_valid,tan_match_score,tan_residual_m,terrain_obs,magnav_available,magnav_quality,uncertainty_lat_m,uncertainty_lon_m,uncertainty_alt_m,fdi_radar,fdi_gnss,fdi_mag,truth_lat,truth_lon,error_lat_m,error_lon_m,error_3d_m,ins_drift_m
0.0,0,26.550165520689234,70.55020527429107,2999.9999646162673,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,4.9949640998229,4.9949640998229,0.0009999999999999998,ACCEPTED,ACCEPTED,ACCEPTED,26.55013865056174,70.55019785255294,2.991182592795809,0.7390610538779124,3.0811336460471477,0.00016453336288109303
0.1,1,26.55021382666602,70.5502847051205,2999.9998570411826,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,3.533756493058807,3.533756493058807,0.0009999999999999998,ACCEPTED,ACCEPTED,ACCEPTED,26.55027730084992,70.55039570558469,-7.065946151755753,-11.053478226141793,13.118954833190891,0.0002764535641300365
0.2,2,26.550287479352438,70.55038844286925,2999.9998399747706,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,2.885793150728389,2.885793150728389,0.0009999999999999996,ACCEPTED,ACCEPTED,ACCEPTED,26.550415950864547,70.55059355909525,-14.30144872802785,-20.425545181380553,24.934601093200342,0.00037450373002977387
0.30000000000000004,3,26.55034701905452,70.5504866861746,2999.9999731318176,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,2.4993915056487097,2.4993915056487097,0.0009999999999999996,ACCEPTED,ACCEPTED,ACCEPTED,26.55055460060561,70.55079141308461,-23.107978267489244,-30.344775075864142,38.14163124481622,0.0005170587579613985
0.4,4,26.550420178528483,70.55058116988192,3000.0001624433944,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,2.235650283550116,2.235650283550116,0.0009999999999999994,ACCEPTED,ACCEPTED,ACCEPTED,26.55069325007311,70.55098926755278,-30.398324347787593,-40.63840983516087,50.74976332047073,0.0007868282152546878
0.5,5,26.550485283939242,70.55068182566205,3000.00029224036,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,2.0409447721011125,2.0409447721011125,0.0009999999999999994,ACCEPTED,ACCEPTED,ACCEPTED,26.550831899267042,70.55118712249977,-38.58521829067172,-50.317452452973725,63.40871463683883,0.0010225531587102076
0.6,6,26.55055123562383,70.55078209267171,3000.0004746118875,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,1.889611016941205,1.889611016941205,0.0009999999999999992,ACCEPTED,ACCEPTED,ACCEPTED,26.550970548187404,70.55138497792557,-46.677874577264475,-60.03523305418097,76.04638836210867,0.0014777726116601752
0.7,7,26.550625933531673,70.5508844120032,3000.0008433886273,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,1.7676208027168465,1.7676208027168465,0.0009999999999999992,ACCEPTED,ACCEPTED,ACCEPTED,26.551109196834194,70.55158283383018,-53.79687083655341,-69.54866814762974,87.92679087123526,0.0019002817923191619
0.7999999999999999,8,26.550696883217896,70.55098223831834,3000.0013261292434,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,UNAVAILABLE,1.6665735602167788,1.6665735602167788,0.000999999999999999,ACCEPTED,ACCEPTED,ACCEPTED,26.551247845207406,70.55178069021363,-61.33308867233865,-79.509540801372,100.41670600320444,0.002358342040160356
0.8999999999999999,9,26.550762238019253,70.55107949984409,3000.0017538623215,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.5810910773725344,1.5810910773725344,0.000999999999999999,ACCEPTED,ACCEPTED,ACCEPTED,26.55138649330704,70.55197854707592,-69.49209863631054,-89.526678495136,113.3321575513771,0.0027453408680907475
0.9999999999999999,10,26.550829532378486,70.55117697565079,3000.0020823806335,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.5075492992074255,1.5075492992074255,0.0009999999999999987,ACCEPTED,ACCEPTED,ACCEPTED,26.551525141133087,70.55217640441703,-77.43516656216556,-99.522501678684,126.09890309155739,0.0031866160220288403
1.0999999999999999,11,26.550896767040506,70.55127628101638,3000.002341572639,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.4434052283888505,1.4434052283888505,0.0009999999999999987,ACCEPTED,ACCEPTED,ACCEPTED,26.551663788685552,70.55237426223698,-85.38484952656347,-109.33616224173035,138.72623725317382,0.003517854417741293
1.2,12,26.550966524471388,70.55137548071035,3000.0024179422558,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.3868147714298558,1.3868147714298558,0.0009999999999999985,ACCEPTED,ACCEPTED,ACCEPTED,26.551802435964426,70.55257212053577,-93.05366740497405,-119.1603694429062,151.18921477170727,0.003916645119095148
1.3,13,26.55103683034128,70.5514768950001,3000.002356697704,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.336403704206001,1.336403704206001,0.0009999999999999985,ACCEPTED,ACCEPTED,ACCEPTED,26.55194108296971,70.55276997931341,-100.66140259687359,-128.7640732804261,163.44082886640294,0.004528090056241923
1.4000000000000001,14,26.551107429972333,70.55157732586301,3000.0023848393726,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.2911241616823446,1.2911241616823446,0.0009999999999999983,ACCEPTED,ACCEPTED,ACCEPTED,26.552079729701397,70.5529678385699,-108.23640583937816,-138.46573014207502,175.74947502853178,0.005382722252334011
1.5000000000000002,15,26.551176810063794,70.5516762600502,3000.002382526808,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.2501613032517442,1.2501613032517442,0.0009999999999999983,ACCEPTED,ACCEPTED,ACCEPTED,26.552218376159487,70.55316569830524,-115.94713777262541,-148.31644836800174,188.2591501472433,0.006298619544157388
1.6000000000000003,16,26.55124673189766,70.55177584406988,3000.0026027106187,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.21287065742938,1.21287065742938,0.000999999999999998,ACCEPTED,ACCEPTED,ACCEPTED,26.552357022343976,70.55336355851944,-123.5975324839525,-158.10248100407327,200.68070294815354,0.007325212728601607
1.7000000000000004,17,26.551317168973988,70.55187674016152,3000.0027832702335,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.1787348986072672,1.1787348986072672,0.000999999999999998,ACCEPTED,ACCEPTED,ACCEPTED,26.55249566825486,70.55356141921249,-131.1905399466825,-167.75788344233163,212.96399984164697,0.008355714377533493
1.8000000000000005,18,26.55138627520976,70.55197595876837,3000.002970759826,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.1473333127961534,1.1473333127961534,0.000999999999999998,ACCEPTED,ACCEPTED,ACCEPTED,26.552634313892135,70.55375928038441,-138.9316661217869,-177.5803515011714,225.47015121885926,0.00936359605178021
1.9000000000000006,19,26.55145610094972,70.55207498386078,3000.003169918243,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.1183197726050251,1.1183197726050251,0.0009999999999999979,ACCEPTED,ACCEPTED,ACCEPTED,26.552772959255798,70.5539571420352,-146.5926666323898,-187.4221133265431,237.9421326166985,0.010325256186581021
2.0000000000000004,20,26.55152691315208,70.55217294810465,3000.0032447425024,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.0914065538559057,1.0914065538559057,0.0009999999999999979,ACCEPTED,ACCEPTED,ACCEPTED,26.552911604345848,70.55415500416485,-154.1438236901358,-197.36953639938366,250.42973521593498,0.011515587834435613
2.1000000000000005,21,26.551594274676305,70.55227211612272,3000.0033468656075,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.066352246852929,1.066352246852929,0.0009999999999999976,ACCEPTED,ACCEPTED,ACCEPTED,26.553050249162283,70.55435286677339,-162.07907977908405,-207.19711359978538,263.0594457268491,0.01256964811495672
2.2000000000000006,22,26.55166413511291,70.55237057412174,3000.003497843726,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.042952591678954,1.042952591678954,0.0009999999999999976,ACCEPTED,ACCEPTED,ACCEPTED,26.553188893705094,70.5545507298608,-169.7361264817789,-217.0954169505102,275.57353409562813,0.013694291733170926
2.3000000000000007,23,26.55173397598006,70.55247162073904,3000.0038188658395,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.0210334368116036,1.0210334368116036,0.0009999999999999974,ACCEPTED,ACCEPTED,ACCEPTED,26.553327537974283,70.55474859342709,-177.39532119694175,-226.73597508309237,287.8859190364246,0.014816440594471902
2.400000000000001,24,26.551802825242383,70.5525704069075,3000.0041944456207,GNSS_ONLY,True,True,True,False,0.0,nan,LOW,False,LOW,1.0004452631364078,1.0004452631364078,0.0009999999999999974,ACCEPTED,ACCEPTED,ACCEPTED,26.553466181969846,70.55494645747228,-185.16487090111752,-236.6016478788364,300.44362065919853,0.015930387307649844
